"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	% of Total Deaths
	"Jefferson County, AL"	"01073"	37	11854635	0.3	0.2	0.4	0.2%
	"Madison County, AL"	"01089"	13	5712479	Unreliable	0.1	0.4	0.1%
	"Mobile County, AL"	"01097"	21	7321586	0.3	0.2	0.4	0.1%
	"Montgomery County, AL"	"01101"	13	4070088	Unreliable	0.2	0.5	0.1%
	"Apache County, AZ"	"04001"	15	1264505	Unreliable	0.7	2.0	0.1%
	"Coconino County, AZ"	"04005"	10	2329878	Unreliable	0.2	0.8	0.0%
	"Maricopa County, AZ"	"04013"	179	65870582	0.3	0.2	0.3	0.9%
	"Mohave County, AZ"	"04015"	13	3391727	Unreliable	0.2	0.7	0.1%
	"Navajo County, AZ"	"04017"	13	1883444	Unreliable	0.4	1.2	0.1%
	"Pima County, AZ"	"04019"	52	16943415	0.3	0.2	0.4	0.3%
	"Pinal County, AZ"	"04021"	13	5426182	Unreliable	0.1	0.4	0.1%
	"Yavapai County, AZ"	"04025"	12	3598384	Unreliable	0.2	0.6	0.1%
	"Benton County, AR"	"05007"	12	3659138	Unreliable	0.2	0.6	0.1%
	"Craighead County, AR"	"05031"	13	1667844	Unreliable	0.4	1.3	0.1%
	"Pulaski County, AR"	"05119"	47	6778689	0.7	0.5	0.9	0.2%
	"Sebastian County, AR"	"05131"	12	2200562	Unreliable	0.3	1.0	0.1%
	"Union County, AR"	"05139"	10	766392	Unreliable	0.6	2.4	0.0%
	"Washington County, AR"	"05143"	14	3468974	Unreliable	0.2	0.7	0.1%
	"Alameda County, CA"	"06001"	114	27090417	0.4	0.3	0.5	0.6%
	"Butte County, CA"	"06007"	15	3892579	Unreliable	0.2	0.6	0.1%
	"Contra Costa County, CA"	"06013"	49	18548935	0.3	0.2	0.3	0.2%
	"Fresno County, CA"	"06019"	53	16120467	0.3	0.2	0.4	0.3%
	"Humboldt County, CA"	"06023"	11	2377828	Unreliable	0.2	0.8	0.1%
	"Kern County, CA"	"06029"	77	14188432	0.5	0.4	0.7	0.4%
	"Kings County, CA"	"06031"	14	2614781	Unreliable	0.3	0.9	0.1%
	"Los Angeles County, CA"	"06037"	534	176708647	0.3	0.3	0.3	2.6%
	"Marin County, CA"	"06041"	12	4515262	Unreliable	0.1	0.5	0.1%
	"Merced County, CA"	"06047"	30	4414346	0.7	0.5	1.0	0.1%
	"Monterey County, CA"	"06053"	28	7451192	0.4	0.2	0.5	0.1%
	"Orange County, CA"	"06059"	116	53834021	0.2	0.2	0.3	0.6%
	"Placer County, CA"	"06061"	14	5830690	Unreliable	0.1	0.4	0.1%
	"Riverside County, CA"	"06065"	134	36329642	0.4	0.3	0.4	0.7%
	"Sacramento County, CA"	"06067"	86	24854502	0.3	0.3	0.4	0.4%
	"San Bernardino County, CA"	"06071"	147	35275776	0.4	0.3	0.5	0.7%
	"San Diego County, CA"	"06073"	157	54667285	0.3	0.2	0.3	0.8%
	"San Francisco County, CA"	"06075"	28	14405473	0.2	0.1	0.3	0.1%
	"San Joaquin County, CA"	"06077"	48	11887174	0.4	0.3	0.5	0.2%
	"San Luis Obispo County, CA"	"06079"	17	4758832	Unreliable	0.2	0.6	0.1%
	"San Mateo County, CA"	"06081"	21	12910573	0.2	0.1	0.2	0.1%
	"Santa Barbara County, CA"	"06083"	20	7531637	0.3	0.2	0.4	0.1%
	"Santa Clara County, CA"	"06085"	72	31645486	0.2	0.2	0.3	0.4%
	"Santa Cruz County, CA"	"06087"	14	4681546	Unreliable	0.2	0.5	0.1%
	"Shasta County, CA"	"06089"	10	3144304	Unreliable	0.2	0.6	0.0%
	"Solano County, CA"	"06095"	20	7439222	0.3	0.2	0.4	0.1%
	"Sonoma County, CA"	"06097"	26	8591332	0.3	0.2	0.4	0.1%
	"Stanislaus County, CA"	"06099"	38	9032016	0.4	0.3	0.6	0.2%
	"Tulare County, CA"	"06107"	43	7559788	0.6	0.4	0.8	0.2%
	"Ventura County, CA"	"06111"	42	14515828	0.3	0.2	0.4	0.2%
	"Yolo County, CA"	"06113"	11	3472974	Unreliable	0.2	0.6	0.1%
	"Adams County, CO"	"08001"	21	7613889	0.3	0.2	0.4	0.1%
	"Arapahoe County, CO"	"08005"	22	9974517	0.2	0.1	0.3	0.1%
	"Denver County, CO"	"08031"	36	10706660	0.3	0.2	0.5	0.2%
	"El Paso County, CO"	"08041"	27	10734520	0.3	0.2	0.4	0.1%
