"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	% of Total Deaths
	"Autauga County, AL"	"01001"	12	168140	Unreliable	3.7	12.5	0.0%
	"Baldwin County, AL"	"01003"	45	309171	14.6	10.6	19.5	0.0%
	"Barbour County, AL"	"01005"	19	237272	Unreliable	4.8	12.5	0.0%
	"Bullock County, AL"	"01011"	18	141812	Unreliable	7.5	20.1	0.0%
	"Butler County, AL"	"01013"	11	160492	Unreliable	3.4	12.3	0.0%
	"Calhoun County, AL"	"01015"	40	425685	9.4	6.7	12.8	0.0%
	"Chambers County, AL"	"01017"	23	247205	9.3	5.9	14.0	0.0%
	"Choctaw County, AL"	"01023"	11	112950	Unreliable	4.9	17.4	0.0%
	"Clarke County, AL"	"01025"	11	208215	Unreliable	2.6	9.5	0.0%
	"Colbert County, AL"	"01033"	11	163704	Unreliable	3.4	12.0	0.0%
	"Conecuh County, AL"	"01035"	20	110439	18.1	11.1	28.0	0.0%
	"Coosa County, AL"	"01037"	10	66721	Unreliable	7.2	27.6	0.0%
	"Covington County, AL"	"01039"	11	86800	Unreliable	6.3	22.7	0.0%
	"Crenshaw County, AL"	"01041"	10	61667	Unreliable	7.8	29.8	0.0%
	"Dale County, AL"	"01045"	14	185346	Unreliable	4.1	12.7	0.0%
	"Dallas County, AL"	"01047"	43	535731	8.0	5.8	10.8	0.0%
	"Elmore County, AL"	"01051"	13	285625	Unreliable	2.4	7.8	0.0%
	"Escambia County, AL"	"01053"	58	218180	26.6	20.2	34.4	0.0%
	"Etowah County, AL"	"01055"	29	287398	10.1	6.8	14.5	0.0%
	"Henry County, AL"	"01067"	14	92113	Unreliable	8.3	25.5	0.0%
	"Houston County, AL"	"01069"	33	458877	7.2	5.0	10.1	0.0%
	"Jefferson County, AL"	"01073"	756	4959561	15.2	14.2	16.3	0.6%
	"Lauderdale County, AL"	"01077"	21	168323	12.5	7.7	19.1	0.0%
	"Lee County, AL"	"01081"	52	567547	9.2	6.8	12.0	0.0%
	"Limestone County, AL"	"01083"	15	189485	Unreliable	4.4	13.1	0.0%
	"Macon County, AL"	"01087"	30	327544	9.2	6.2	13.1	0.0%
	"Madison County, AL"	"01089"	77	1404970	5.5	4.3	6.8	0.1%
	"Marengo County, AL"	"01091"	23	199035	11.6	7.3	17.3	0.0%
	"Mobile County, AL"	"01097"	287	2559110	11.2	9.9	12.5	0.2%
	"Monroe County, AL"	"01099"	21	173216	12.1	7.5	18.5	0.0%
	"Montgomery County, AL"	"01101"	137	2191678	6.3	5.2	7.3	0.1%
	"Morgan County, AL"	"01103"	27	257017	10.5	6.9	15.3	0.0%
	"Pickens County, AL"	"01107"	13	153693	Unreliable	4.5	14.5	0.0%
	"Pike County, AL"	"01109"	27	213599	12.6	8.3	18.4	0.0%
	"Russell County, AL"	"01113"	43	409939	10.5	7.6	14.1	0.0%
	"Shelby County, AL"	"01117"	22	339015	6.5	4.1	9.8	0.0%
	"Talladega County, AL"	"01121"	25	473335	5.3	3.4	7.8	0.0%
	"Tallapoosa County, AL"	"01123"	20	200176	10.0	6.1	15.4	0.0%
	"Tuscaloosa County, AL"	"01125"	82	1008384	8.1	6.5	10.1	0.1%
	"Walker County, AL"	"01127"	10	77542	Unreliable	6.2	23.7	0.0%
	"Wilcox County, AL"	"01131"	23	156565	14.7	9.3	22.0	0.0%
	"Anchorage Borough, AK"	"02020"	68	379180	17.9	13.9	22.7	0.1%
	"Maricopa County, AZ"	"04013"	792	3651864	21.7	20.2	23.2	0.7%
	"Pima County, AZ"	"04019"	184	722683	25.5	21.8	29.1	0.2%
	"Pinal County, AZ"	"04021"	30	263225	11.4	7.7	16.3	0.0%
	"Yuma County, AZ"	"04027"	10	93401	Unreliable	5.1	19.7	0.0%
	"Arkansas County, AR"	"05001"	12	86336	Unreliable	7.2	24.3	0.0%
	"Chicot County, AR"	"05017"	12	121927	Unreliable	5.1	17.2	0.0%
	"Columbia County, AR"	"05027"	16	164597	Unreliable	5.6	15.8	0.0%
	"Craighead County, AR"	"05031"	14	203090	Unreliable	3.8	11.6	0.0%
	"Crittenden County, AR"	"05035"	52	456655	11.4	8.5	14.9	0.0%
	"Drew County, AR"	"05043"	12	94275	Unreliable	6.6	22.2	0.0%
	"Faulkner County, AR"	"05045"	12	198948	Unreliable	3.1	10.5	0.0%
	"Garland County, AR"	"05051"	26	144110	18.0	11.8	26.4	0.0%
	"Jackson County, AR"	"05067"	10	56735	Unreliable	8.5	32.4	0.0%
	"Jefferson County, AR"	"05069"	49	757292	6.5	4.8	8.6	0.0%
	"Lonoke County, AR"	"05085"	14	74493	Unreliable	10.3	31.5	0.0%
	"Miller County, AR"	"05091"	16	189216	Unreliable	4.8	13.7	0.0%
	"Mississippi County, AR"	"05093"	49	291372	16.8	12.4	22.2	0.0%
	"Ouachita County, AR"	"05103"	20	192774	10.4	6.3	16.0	0.0%
	"Phillips County, AR"	"05107"	28	254713	11.0	7.3	15.9	0.0%
	"Pulaski County, AR"	"05119"	269	2375419	11.3	10.0	12.7	0.2%
	"St. Francis County, AR"	"05123"	22	263533	8.3	5.2	12.6	0.0%
	"Sebastian County, AR"	"05131"	21	155970	13.5	8.3	20.6	0.0%
	"Union County, AR"	"05139"	60	252888	23.7	18.1	30.5	0.1%
	"Alameda County, CA"	"06001"	1254	3907535	32.1	30.3	33.9	1.0%
	"Butte County, CA"	"06007"	29	85864	33.8	22.6	48.5	0.0%
	"Contra Costa County, CA"	"06013"	435	1946699	22.3	20.2	24.4	0.4%
	"Fresno County, CA"	"06019"	215	1018053	21.1	18.3	23.9	0.2%
	"Humboldt County, CA"	"06023"	22	41728	52.7	33.0	79.8	0.0%
	"Imperial County, CA"	"06025"	21	120010	17.5	10.8	26.7	0.0%
	"Kern County, CA"	"06029"	220	969729	22.7	19.7	25.7	0.2%
	"Kings County, CA"	"06031"	23	225668	10.2	6.5	15.3	0.0%
	"Lake County, CA"	"06033"	13	30212	Unreliable	22.9	73.6	0.0%
	"Los Angeles County, CA"	"06037"	3983	17811079	22.4	21.7	23.1	3.3%
	"Madera County, CA"	"06039"	25	118367	21.1	13.7	31.2	0.0%
	"Marin County, CA"	"06041"	26	154448	16.8	11.0	24.7	0.0%
	"Merced County, CA"	"06047"	61	207577	29.4	22.5	37.7	0.1%
	"Monterey County, CA"	"06053"	63	321918	19.6	15.0	25.0	0.1%
	"Orange County, CA"	"06059"	153	1208479	12.7	10.7	14.7	0.1%
	"Placer County, CA"	"06061"	12	105200	Unreliable	5.9	19.9	0.0%
	"Riverside County, CA"	"06065"	477	2710672	17.6	16.0	19.2	0.4%
	"Sacramento County, CA"	"06067"	776	2994311	25.9	24.1	27.7	0.6%
	"San Bernardino County, CA"	"06071"	596	3635415	16.4	15.1	17.7	0.5%
	"San Diego County, CA"	"06073"	759	3470051	21.9	20.3	23.4	0.6%
	"San Francisco County, CA"	"06075"	1057	1057189	100.0	94.0	106.0	0.9%
	"San Joaquin County, CA"	"06077"	255	1035745	24.6	21.6	27.6	0.2%
	"San Luis Obispo County, CA"	"06079"	14	122304	Unreliable	6.3	19.2	0.0%
	"San Mateo County, CA"	"06081"	128	480910	26.6	22.0	31.2	0.1%
	"Santa Barbara County, CA"	"06083"	46	215704	21.3	15.6	28.4	0.0%
	"Santa Clara County, CA"	"06085"	221	1037298	21.3	18.5	24.1	0.2%
	"Santa Cruz County, CA"	"06087"	22	81589	27.0	16.9	40.8	0.0%
	"Shasta County, CA"	"06089"	18	43638	Unreliable	24.4	65.2	0.0%
	"Solano County, CA"	"06095"	254	1250661	20.3	17.8	22.8	0.2%
	"Sonoma County, CA"	"06097"	38	196033	19.4	13.7	26.6	0.0%
	"Stanislaus County, CA"	"06099"	76	331506	22.9	18.1	28.7	0.1%
	"Tulare County, CA"	"06107"	26	178315	14.6	9.5	21.4	0.0%
	"Ventura County, CA"	"06111"	46	371121	12.4	9.1	16.5	0.0%
	"Yolo County, CA"	"06113"	22	112878	19.5	12.2	29.5	0.0%
	"Adams County, CO"	"08001"	61	297653	20.5	15.7	26.3	0.1%
	"Arapahoe County, CO"	"08005"	186	1084765	17.1	14.7	19.6	0.2%
	"Boulder County, CO"	"08013"	13	68924	Unreliable	10.0	32.3	0.0%
	"Denver County, CO"	"08031"	526	1240039	42.4	38.8	46.0	0.4%
	"El Paso County, CO"	"08041"	155	846583	18.3	15.4	21.2	0.1%
	"Jefferson County, CO"	"08059"	23	138966	16.6	10.5	24.8	0.0%
	"Pueblo County, CO"	"08101"	17	73526	Unreliable	13.5	37.0	0.0%
	"Fairfield County, CT"	"09001"	265	1963483	13.5	11.9	15.1	0.2%
	"Hartford County, CT"	"09003"	319	2337607	13.6	12.1	15.1	0.3%
	"Litchfield County, CT"	"09005"	10	59601	Unreliable	8.0	30.9	0.0%
	"Middlesex County, CT"	"09007"	24	156400	15.3	9.8	22.8	0.0%
	"New Haven County, CT"	"09009"	319	2131664	15.0	13.3	16.6	0.3%
	"New London County, CT"	"09011"	59	354527	16.6	12.7	21.5	0.0%
	"Windham County, CT"	"09015"	12	63608	Unreliable	9.7	33.0	0.0%
	"Kent County, DE"	"10001"	66	678521	9.7	7.5	12.4	0.1%
	"New Castle County, DE"	"10003"	375	2292288	16.4	14.7	18.0	0.3%
	"Sussex County, DE"	"10005"	56	479265	11.7	8.8	15.2	0.0%
	"District of Columbia, DC"	"11001"	2730	5982894	45.6	43.9	47.3	2.3%
	"Alachua County, FL"	"12001"	118	897454	13.1	10.8	15.5	0.1%
	"Bay County, FL"	"12005"	32	342523	9.3	6.4	13.2	0.0%
	"Bradford County, FL"	"12007"	12	103469	Unreliable	6.0	20.3	0.0%
	"Brevard County, FL"	"12009"	165	984788	16.8	14.2	19.3	0.1%
	"Broward County, FL"	"12011"	583	8391196	6.9	6.4	7.5	0.5%
	"Charlotte County, FL"	"12015"	16	166177	Unreliable	5.5	15.6	0.0%
	"Clay County, FL"	"12019"	20	319134	6.3	3.8	9.7	0.0%
	"Collier County, FL"	"12021"	22	379098	5.8	3.6	8.8	0.0%
	"Columbia County, FL"	"12023"	22	210793	10.4	6.5	15.8	0.0%
	"DeSoto County, FL"	"12027"	14	81647	Unreliable	9.4	28.8	0.0%
	"Duval County, FL"	"12031"	547	4596623	11.9	10.9	12.9	0.5%
	"Escambia County, FL"	"12033"	154	1252494	12.3	10.4	14.2	0.1%
	"Flagler County, FL"	"12035"	14	167054	Unreliable	4.6	14.1	0.0%
	"Gadsden County, FL"	"12039"	66	467234	14.1	10.9	18.0	0.1%
	"Hendry County, FL"	"12051"	12	97036	Unreliable	6.4	21.6	0.0%
	"Hernando County, FL"	"12053"	21	154575	13.6	8.4	20.8	0.0%
	"Highlands County, FL"	"12055"	27	175729	15.4	10.1	22.4	0.0%
	"Hillsborough County, FL"	"12057"	513	3677083	14.0	12.7	15.2	0.4%
	"Indian River County, FL"	"12061"	39	218229	17.9	12.7	24.4	0.0%
	"Jackson County, FL"	"12063"	34	236155	14.4	10.0	20.1	0.0%
	"Jefferson County, FL"	"12065"	19	93575	Unreliable	12.2	31.7	0.0%
	"Lake County, FL"	"12069"	43	501621	8.6	6.2	11.5	0.0%
	"Lee County, FL"	"12071"	102	895820	11.4	9.2	13.6	0.1%
	"Leon County, FL"	"12073"	132	1484941	8.9	7.4	10.4	0.1%
	"Levy County, FL"	"12075"	11	71622	Unreliable	7.7	27.5	0.0%
	"Madison County, FL"	"12079"	18	136014	Unreliable	7.8	20.9	0.0%
	"Manatee County, FL"	"12081"	89	525393	16.9	13.6	20.8	0.1%
	"Marion County, FL"	"12083"	90	716578	12.6	10.1	15.4	0.1%
	"Martin County, FL"	"12085"	17	147867	Unreliable	6.7	18.4	0.0%
	"Miami-Dade County, FL"	"12086"	920	8943533	10.3	9.6	11.0	0.8%
	"Monroe County, FL"	"12087"	16	84288	Unreliable	10.9	30.8	0.0%
	"Nassau County, FL"	"12089"	13	88187	Unreliable	7.8	25.2	0.0%
	"Okaloosa County, FL"	"12091"	39	343366	11.4	8.1	15.5	0.0%
	"Okeechobee County, FL"	"12093"	10	60549	Unreliable	7.9	30.4	0.0%
	"Orange County, FL"	"12095"	313	4307965	7.3	6.5	8.1	0.3%
	"Osceola County, FL"	"12097"	29	557748	5.2	3.5	7.5	0.0%
	"Palm Beach County, FL"	"12099"	336	4056830	8.3	7.4	9.2	0.3%
	"Pasco County, FL"	"12101"	43	353564	12.2	8.8	16.4	0.0%
	"Pinellas County, FL"	"12103"	330	1756484	18.8	16.8	20.8	0.3%
	"Polk County, FL"	"12105"	238	1583292	15.0	13.1	16.9	0.2%
	"Putnam County, FL"	"12107"	27	225113	12.0	7.9	17.5	0.0%
	"St. Johns County, FL"	"12109"	23	193044	11.9	7.6	17.9	0.0%
	"St. Lucie County, FL"	"12111"	101	872433	11.6	9.3	13.8	0.1%
	"Santa Rosa County, FL"	"12113"	11	154068	Unreliable	3.6	12.8	0.0%
	"Sarasota County, FL"	"12115"	56	327295	17.1	12.9	22.2	0.0%
	"Seminole County, FL"	"12117"	83	864860	9.6	7.6	11.9	0.1%
	"Volusia County, FL"	"12127"	103	945872	10.9	8.8	13.0	0.1%
	"Washington County, FL"	"12133"	12	63828	Unreliable	9.7	32.8	0.0%
	"Baldwin County, GA"	"13009"	30	353010	8.5	5.7	12.1	0.0%
	"Barrow County, GA"	"13013"	15	129933	Unreliable	6.5	19.0	0.0%
	"Bartow County, GA"	"13015"	16	174167	Unreliable	5.3	14.9	0.0%
	"Ben Hill County, GA"	"13017"	16	109223	Unreliable	8.4	23.8	0.0%
	"Bibb County, GA"	"13021"	129	1433719	9.0	7.4	10.6	0.1%
	"Brooks County, GA"	"13027"	15	106444	Unreliable	7.9	23.2	0.0%
	"Bulloch County, GA"	"13031"	21	343555	6.1	3.8	9.3	0.0%
	"Burke County, GA"	"13033"	23	205949	11.2	7.1	16.8	0.0%
	"Butts County, GA"	"13035"	11	114941	Unreliable	4.8	17.1	0.0%
	"Calhoun County, GA"	"13037"	10	71802	Unreliable	6.7	25.6	0.0%
	"Camden County, GA"	"13039"	13	179591	Unreliable	3.9	12.4	0.0%
	"Candler County, GA"	"13043"	16	48257	Unreliable	19.0	53.8	0.0%
	"Carroll County, GA"	"13045"	52	345955	15.0	11.2	19.7	0.0%
	"Chatham County, GA"	"13051"	197	1907711	10.3	8.9	11.8	0.2%
	"Cherokee County, GA"	"13057"	13	200158	Unreliable	3.5	11.1	0.0%
	"Clarke County, GA"	"13059"	95	562634	16.9	13.7	20.6	0.1%
	"Clay County, GA"	"13061"	10	35174	Unreliable	13.6	52.3	0.0%
	"Clayton County, GA"	"13063"	185	3002506	6.2	5.3	7.0	0.2%
	"Cobb County, GA"	"13067"	214	2986193	7.2	6.2	8.1	0.2%
	"Coffee County, GA"	"13069"	13	203440	Unreliable	3.4	10.9	0.0%
	"Colquitt County, GA"	"13071"	18	188007	Unreliable	5.7	15.1	0.0%
	"Columbia County, GA"	"13073"	14	322360	Unreliable	2.4	7.3	0.0%
	"Cook County, GA"	"13075"	10	85418	Unreliable	5.6	21.5	0.0%
	"Coweta County, GA"	"13077"	34	380234	8.9	6.2	12.5	0.0%
	"Crisp County, GA"	"13081"	27	180670	14.9	9.8	21.7	0.0%
	"Decatur County, GA"	"13087"	16	206335	Unreliable	4.4	12.6	0.0%
	"DeKalb County, GA"	"13089"	673	6940357	9.7	9.0	10.4	0.6%
	"Dodge County, GA"	"13091"	11	112739	Unreliable	4.9	17.5	0.0%
	"Dougherty County, GA"	"13095"	174	1111200	15.7	13.3	18.0	0.1%
	"Douglas County, GA"	"13097"	42	779992	5.4	3.9	7.3	0.0%
	"Early County, GA"	"13099"	15	101591	Unreliable	8.3	24.4	0.0%
	"Elbert County, GA"	"13105"	19	110671	Unreliable	10.3	26.8	0.0%
	"Emanuel County, GA"	"13107"	15	135745	Unreliable	6.2	18.2	0.0%
	"Fayette County, GA"	"13113"	22	345130	6.4	4.0	9.7	0.0%
	"Floyd County, GA"	"13115"	38	248536	15.3	10.8	21.0	0.0%
	"Fulton County, GA"	"13121"	1545	7244552	21.3	20.3	22.4	1.3%
	"Glynn County, GA"	"13127"	54	368613	14.6	11.0	19.1	0.0%
	"Gordon County, GA"	"13129"	10	40157	Unreliable	11.9	45.8	0.0%
	"Grady County, GA"	"13131"	19	133506	Unreliable	8.6	22.2	0.0%
	"Greene County, GA"	"13133"	10	112595	Unreliable	4.3	16.3	0.0%
	"Gwinnett County, GA"	"13135"	140	3085986	4.5	3.8	5.3	0.1%
	"Hall County, GA"	"13139"	39	244114	16.0	11.4	21.8	0.0%
	"Harris County, GA"	"13145"	18	97510	Unreliable	10.9	29.2	0.0%
	"Hart County, GA"	"13147"	21	85385	24.6	15.2	37.6	0.0%
	"Henry County, GA"	"13151"	52	1076118	4.8	3.6	6.3	0.0%
	"Houston County, GA"	"13153"	53	684366	7.7	5.8	10.1	0.0%
	"Jackson County, GA"	"13157"	13	75458	Unreliable	9.2	29.5	0.0%
	"Jefferson County, GA"	"13163"	19	167406	Unreliable	6.8	17.7	0.0%
	"Lamar County, GA"	"13171"	14	98184	Unreliable	7.8	23.9	0.0%
	"Laurens County, GA"	"13175"	38	304783	12.5	8.8	17.1	0.0%
	"Liberty County, GA"	"13179"	30	509973	5.9	4.0	8.4	0.0%
	"Lowndes County, GA"	"13185"	53	674723	7.9	5.9	10.3	0.0%
	"McDuffie County, GA"	"13189"	20	154452	12.9	7.9	20.0	0.0%
	"Macon County, GA"	"13193"	21	154767	13.6	8.4	20.7	0.0%
	"Meriwether County, GA"	"13199"	19	162583	Unreliable	7.0	18.2	0.0%
	"Mitchell County, GA"	"13205"	25	204093	12.2	7.9	18.1	0.0%
	"Monroe County, GA"	"13207"	11	114327	Unreliable	4.8	17.2	0.0%
	"Morgan County, GA"	"13211"	10	78785	Unreliable	6.1	23.3	0.0%
	"Muscogee County, GA"	"13215"	187	1598211	11.7	10.0	13.4	0.2%
	"Newton County, GA"	"13217"	46	600644	7.7	5.6	10.2	0.0%
	"Paulding County, GA"	"13223"	24	348212	6.9	4.4	10.3	0.0%
	"Peach County, GA"	"13225"	30	213257	14.1	9.5	20.1	0.0%
	"Polk County, GA"	"13233"	12	97441	Unreliable	6.4	21.5	0.0%
	"Putnam County, GA"	"13237"	22	104145	21.1	13.2	32.0	0.0%
	"Randolph County, GA"	"13243"	11	83978	Unreliable	6.5	23.4	0.0%
	"Richmond County, GA"	"13245"	252	1963416	12.8	11.3	14.4	0.2%
	"Rockdale County, GA"	"13247"	46	582807	7.9	5.8	10.5	0.0%
	"Screven County, GA"	"13251"	17	117328	Unreliable	8.4	23.2	0.0%
	"Spalding County, GA"	"13255"	28	369594	7.6	5.0	10.9	0.0%
	"Stephens County, GA"	"13257"	10	55785	Unreliable	8.6	33.0	0.0%
	"Sumter County, GA"	"13261"	22	302401	7.3	4.6	11.0	0.0%
	"Talbot County, GA"	"13263"	18	71642	Unreliable	14.9	39.7	0.0%
	"Tattnall County, GA"	"13267"	15	130668	Unreliable	6.4	18.9	0.0%
	"Taylor County, GA"	"13269"	11	63569	Unreliable	8.6	31.0	0.0%
	"Telfair County, GA"	"13271"	13	101853	Unreliable	6.8	21.8	0.0%
	"Terrell County, GA"	"13273"	13	109433	Unreliable	6.3	20.3	0.0%
	"Thomas County, GA"	"13275"	37	300647	12.3	8.7	17.0	0.0%
	"Tift County, GA"	"13277"	22	210218	10.5	6.6	15.8	0.0%
	"Toombs County, GA"	"13279"	10	123466	Unreliable	3.9	14.9	0.0%
	"Troup County, GA"	"13285"	49	397714	12.3	9.1	16.3	0.0%
	"Upson County, GA"	"13293"	19	138702	Unreliable	8.2	21.4	0.0%
	"Walton County, GA"	"13297"	26	221583	11.7	7.7	17.2	0.0%
	"Ware County, GA"	"13299"	18	188808	Unreliable	5.7	15.1	0.0%
	"Washington County, GA"	"13303"	31	202046	15.3	10.4	21.8	0.0%
	"Whitfield County, GA"	"13313"	10	76461	Unreliable	6.3	24.1	0.0%
	"Wilkes County, GA"	"13317"	12	81946	Unreliable	7.6	25.6	0.0%
	"Worth County, GA"	"13321"	16	113810	Unreliable	8.0	22.8	0.0%
	"Honolulu County, HI"	"15003"	74	572629	12.9	10.1	16.2	0.1%
	"Champaign County, IL"	"17019"	104	455306	22.8	18.5	27.2	0.1%
	"Cook County, IL"	"17031"	5635	24504131	23.0	22.4	23.6	4.7%
	"DuPage County, IL"	"17043"	69	776068	8.9	6.9	11.3	0.1%
	"Jackson County, IL"	"17077"	13	159206	Unreliable	4.3	14.0	0.0%
	"Jefferson County, IL"	"17081"	10	63501	Unreliable	7.6	29.0	0.0%
	"Kane County, IL"	"17089"	73	548624	13.3	10.4	16.7	0.1%
	"Kankakee County, IL"	"17091"	48	317346	15.1	11.2	20.1	0.0%
	"Knox County, IL"	"17095"	10	77370	Unreliable	6.2	23.8	0.0%
	"Lake County, IL"	"17097"	193	937358	20.6	17.7	23.5	0.2%
	"McLean County, IL"	"17113"	40	231554	17.3	12.3	23.5	0.0%
	"Macon County, IL"	"17115"	40	334075	12.0	8.6	16.3	0.0%
	"Madison County, IL"	"17119"	55	394588	13.9	10.5	18.1	0.0%
	"Peoria County, IL"	"17143"	139	615735	22.6	18.8	26.3	0.1%
	"Rock Island County, IL"	"17161"	38	255310	14.9	10.5	20.4	0.0%
	"St. Clair County, IL"	"17163"	217	1451768	14.9	13.0	16.9	0.2%
	"Sangamon County, IL"	"17167"	65	421886	15.4	11.9	19.6	0.1%
	"Stephenson County, IL"	"17177"	16	83390	Unreliable	11.0	31.2	0.0%
	"Vermilion County, IL"	"17183"	40	192670	20.8	14.8	28.3	0.0%
	"Will County, IL"	"17197"	142	1303402	10.9	9.1	12.7	0.1%
	"Winnebago County, IL"	"17201"	192	659847	29.1	25.0	33.2	0.2%
	"Allen County, IN"	"18003"	141	804925	17.5	14.6	20.4	0.1%
	"Clark County, IN"	"18019"	15	149160	Unreliable	5.6	16.6	0.0%
	"Delaware County, IN"	"18035"	33	160244	20.6	14.2	28.9	0.0%
	"Elkhart County, IN"	"18039"	34	226292	15.0	10.4	21.0	0.0%
	"Floyd County, IN"	"18043"	12	74932	Unreliable	8.3	28.0	0.0%
	"Grant County, IN"	"18053"	22	101929	21.6	13.5	32.7	0.0%
	"Howard County, IN"	"18067"	22	116181	18.9	11.9	28.7	0.0%
	"Lake County, IN"	"18089"	281	2313474	12.1	10.7	13.6	0.2%
	"La Porte County, IN"	"18091"	23	228826	10.1	6.4	15.1	0.0%
	"Madison County, IN"	"18095"	45	207431	21.7	15.8	29.0	0.0%
	"Marion County, IN"	"18097"	963	4403844	21.9	20.5	23.2	0.8%
	"Monroe County, IN"	"18105"	11	89884	Unreliable	6.1	21.9	0.0%
	"St. Joseph County, IN"	"18141"	129	644744	20.0	16.6	23.5	0.1%
	"Tippecanoe County, IN"	"18157"	12	128399	Unreliable	4.8	16.3	0.0%
	"Vanderburgh County, IN"	"18163"	82	309876	26.5	21.0	32.8	0.1%
	"Vigo County, IN"	"18167"	19	143254	Unreliable	8.0	20.7	0.0%
	"Wayne County, IN"	"18177"	18	75792	Unreliable	14.1	37.5	0.0%
	"Black Hawk County, IA"	"19013"	44	217016	20.3	14.7	27.2	0.0%
	"Johnson County, IA"	"19103"	18	116218	Unreliable	9.2	24.5	0.0%
	"Linn County, IA"	"19113"	33	164443	20.1	13.8	28.2	0.0%
	"Polk County, IA"	"19153"	83	486443	17.1	13.6	21.2	0.1%
	"Scott County, IA"	"19163"	53	228860	23.2	17.3	30.3	0.0%
	"Woodbury County, IA"	"19193"	11	57932	Unreliable	9.5	34.0	0.0%
	"Douglas County, KS"	"20045"	15	100612	Unreliable	8.3	24.6	0.0%
	"Geary County, KS"	"20061"	17	124203	Unreliable	8.0	21.9	0.0%
	"Johnson County, KS"	"20091"	38	424134	9.0	6.3	12.3	0.0%
	"Leavenworth County, KS"	"20103"	18	142613	Unreliable	7.5	19.9	0.0%
	"Montgomery County, KS"	"20125"	12	42097	Unreliable	14.7	49.8	0.0%
	"Reno County, KS"	"20155"	10	42959	Unreliable	11.2	42.8	0.0%
	"Sedgwick County, KS"	"20173"	169	899240	18.8	16.0	21.6	0.1%
	"Shawnee County, KS"	"20177"	67	318957	21.0	16.3	26.7	0.1%
	"Wyandotte County, KS"	"20209"	114	783307	14.6	11.9	17.2	0.1%
	"Christian County, KY"	"21047"	24	307827	7.8	5.0	11.6	0.0%
	"Daviess County, KY"	"21059"	11	89531	Unreliable	6.1	22.0	0.0%
	"Fayette County, KY"	"21067"	152	780232	19.5	16.4	22.6	0.1%
	"Franklin County, KY"	"21073"	10	96537	Unreliable	5.0	19.1	0.0%
	"Hardin County, KY"	"21093"	19	236617	Unreliable	4.8	12.5	0.0%
	"Jefferson County, KY"	"21111"	444	2771418	16.0	14.5	17.5	0.4%
	"Kenton County, KY"	"21117"	34	138138	24.6	17.0	34.4	0.0%
	"McCracken County, KY"	"21145"	20	135956	14.7	9.0	22.7	0.0%
	"Madison County, KY"	"21151"	10	71171	Unreliable	6.7	25.8	0.0%
	"Warren County, KY"	"21227"	19	186999	Unreliable	6.1	15.9	0.0%
	"Acadia Parish, LA"	"22001"	27	202958	13.3	8.8	19.4	0.0%
	"Ascension Parish, LA"	"22005"	39	391937	10.0	7.1	13.6	0.0%
	"Assumption Parish, LA"	"22007"	13	129592	Unreliable	5.3	17.2	0.0%
	"Avoyelles Parish, LA"	"22009"	24	225328	10.7	6.8	15.8	0.0%
	"Beauregard Parish, LA"	"22011"	14	86114	Unreliable	8.9	27.3	0.0%
	"Bienville Parish, LA"	"22013"	11	112978	Unreliable	4.9	17.4	0.0%
	"Bossier Parish, LA"	"22015"	43	445963	9.6	7.0	13.0	0.0%
	"Caddo Parish, LA"	"22017"	305	2141233	14.2	12.6	15.8	0.3%
	"Calcasieu Parish, LA"	"22019"	109	864902	12.6	10.2	15.0	0.1%
	"Claiborne Parish, LA"	"22027"	19	151780	Unreliable	7.5	19.5	0.0%
	"Concordia Parish, LA"	"22029"	14	147044	Unreliable	5.2	16.0	0.0%
	"De Soto Parish, LA"	"22031"	23	190862	12.1	7.6	18.1	0.0%
	"East Baton Rouge Parish, LA"	"22033"	284	3435856	8.3	7.3	9.2	0.2%
	"East Carroll Parish, LA"	"22035"	12	100423	Unreliable	6.2	20.9	0.0%
	"Evangeline Parish, LA"	"22039"	18	178960	Unreliable	6.0	15.9	0.0%
	"Iberia Parish, LA"	"22045"	44	426386	10.3	7.5	13.9	0.0%
	"Iberville Parish, LA"	"22047"	24	297673	8.1	5.2	12.0	0.0%
	"Jefferson Parish, LA"	"22051"	304	2075968	14.6	13.0	16.3	0.3%
	"Jefferson Davis Parish, LA"	"22053"	15	101837	Unreliable	8.2	24.3	0.0%
	"Lafayette Parish, LA"	"22055"	130	991521	13.1	10.9	15.4	0.1%
	"Lafourche Parish, LA"	"22057"	27	230005	11.7	7.7	17.1	0.0%
	"Lincoln Parish, LA"	"22061"	43	334149	12.9	9.3	17.3	0.0%
	"Livingston Parish, LA"	"22063"	21	115206	18.2	11.3	27.9	0.0%
	"Madison Parish, LA"	"22065"	11	138559	Unreliable	4.0	14.2	0.0%
	"Morehouse Parish, LA"	"22067"	22	238219	9.2	5.8	14.0	0.0%
	"Natchitoches Parish, LA"	"22069"	36	290652	12.4	8.7	17.1	0.0%
	"Orleans Parish, LA"	"22071"	937	4615698	20.3	19.0	21.6	0.8%
	"Ouachita Parish, LA"	"22073"	108	986902	10.9	8.9	13.0	0.1%
	"Plaquemines Parish, LA"	"22075"	12	99884	Unreliable	6.2	21.0	0.0%
	"Pointe Coupee Parish, LA"	"22077"	15	151148	Unreliable	5.6	16.4	0.0%
